Dataset,D,Method,Gamma,Clusters,Gap,Train_Errors,Test_Errors,Time,Iterations
wine,2,Heuristic (FhS),0.6,85,0.0,5,2,26.8729088306427,4
wine,2,Heuristic (FhS),0.8,113,0.0,5,2,43.642024993896484,3
wine,2,Heuristic (FhS) with shifts,0.0,3,0.0,5,2,12.734808921813965,9
wine,2,Heuristic (FhS) with shifts,0.2,28,0.0,5,2,19.886428833007812,10
wine,2,Heuristic (FhS) with shifts,0.4,56,0.0,5,2,17.49152708053589,6
wine,2,Heuristic (FhS) with shifts,0.6,85,0.0,5,2,26.662228107452393,4
wine,2,Heuristic (FhS) with shifts,0.8,113,0.0,5,2,43.863840103149414,3
wine,2,Exact (FeS),0.0,3,0.0,5,2,70.7833149433136,9
wine,2,Exact (FeS),0.2,28,0.0,5,2,53.482682943344116,9
wine,2,Exact (FeS),0.4,56,0.0,5,2,89.42609095573425,8
wine,2,Exact (FeS),0.6,85,0.0,5,2,89.60993123054504,5
wine,2,Exact (FeS),0.8,113,0.0,5,2,41.65488386154175,2
wine,3,Univariate,0.0,3,0.0,57,15,0.02930903434753418,1
wine,3,Univariate,0.2,28,0.0,27,10,2.903188943862915,1
wine,3,Univariate,0.4,56,0.0,2,3,10.670191049575806,1
wine,3,Univariate,0.6,85,0.0,2,1,19.577757120132446,1
wine,3,Univariate,0.8,113,0.0,0,4,74.42365717887878,1
wine,3,Univariate,1.0,142,0.0,0,3,112.80760097503662,1
wine,3,Heuristic (FhS),0.0,3,1.428570408163994,2,3,120.0802071094513,9
wine,3,Heuristic (FhS),0.2,28,0.0,0,2,72.12476587295532,7
wine,3,Heuristic (FhS),0.4,56,3.649632372531115,5,3,120.13426995277405,9
wine,3,Heuristic (FhS),0.6,85,NaN,4,4,120.03647303581238,13
wine,3,Heuristic (FhS),0.8,113,NaN,5,5,120.03545117378235,10
wine,3,Heuristic (FhS) with shifts,0.0,3,1.428570408163994,2,3,120.28579497337341,9
wine,3,Heuristic (FhS) with shifts,0.2,28,0.0,0,0,72.4794111251831,7
wine,3,Heuristic (FhS) with shifts,0.4,56,4.4117614619401015,0,0,119.95803093910217,9
wine,3,Heuristic (FhS) with shifts,0.6,85,NaN,4,4,120.01389503479004,11
wine,3,Heuristic (FhS) with shifts,0.8,113,0.0,0,5,119.36990308761597,5
wine,3,Exact (FeS),0.0,3,2.158271828581418,3,3,120.31230592727661,9
wine,3,Exact (FeS),0.2,28,1.428570408163994,2,4,120.45609593391418,9
wine,3,Exact (FeS),0.4,56,5.970144798399404,11,5,120.12106084823608,7
wine,3,Exact (FeS),0.6,85,NaN,11,6,120.0337119102478,6
wine,3,Exact (FeS),0.8,113,NaN,71,20,120.03993582725525,8
wine,4,Univariate,0.0,3,0.0,58,15,0.04792213439941406,1
wine,4,Univariate,0.2,28,0.0,10,7,6.887722015380859,1
wine,4,Univariate,0.4,56,0.0,2,2,41.63173818588257,1
wine,4,Univariate,0.6,85,0.0,0,2,43.31574892997742,1
wine,4,Univariate,0.8,113,0.0,0,2,78.27704191207886,1
wine,4,Univariate,1.0,142,4.4117614619401015,6,4,120.1071629524231,1
wine,4,Heuristic (FhS),0.0,3,79.74673449780443,40,11,120.88756489753723,7
wine,4,Heuristic (FhS),0.2,28,2.8985486242401275,7,3,120.48248791694641,8
wine,4,Heuristic (FhS),0.4,56,2.158271828581418,5,3,120.46660017967224,5
wine,4,Heuristic (FhS),0.6,85,7.575751836551639,10,5,120.53223705291748,5
wine,4,Heuristic (FhS),0.8,113,1.428570408163994,6,6,120.47725105285645,2
wine,4,Heuristic (FhS) with shifts,0.0,3,NaN,39,14,120.0800940990448,10
wine,4,Heuristic (FhS) with shifts,0.2,28,2.8985486242401275,7,3,120.42082095146179,8
wine,4,Heuristic (FhS) with shifts,0.4,56,2.158271828581418,5,3,120.18678498268127,5
wine,4,Heuristic (FhS) with shifts,0.6,85,9.230762130182976,12,4,120.40847301483154,5
wine,4,Heuristic (FhS) with shifts,0.8,113,1.428570408163994,6,6,120.08830714225769,2
wine,4,Exact (FeS),0.0,3,0.7092193551635779,4,4,120.04250812530518,6
wine,4,Exact (FeS),0.2,28,4.4117614619401015,7,0,120.43728184700012,6
wine,4,Exact (FeS),0.4,56,132.78666756284005,66,18,120.18882894515991,6
wine,4,Exact (FeS),0.6,85,NaN,5,2,120.0478458404541,4
wine,4,Exact (FeS),0.8,113,5.970144798399404,21,3,120.61934685707092,2
breast_cancer_,2,Univariate,0.0,2,0.0,173,45,0.021033048629760742,1
breast_cancer_,2,Univariate,0.2,91,0.0,26,7,6.527251958847046,1
breast_cancer_,2,Univariate,0.4,182,0.0,21,7,28.818100929260254,1
breast_cancer_,2,Univariate,0.6,273,3.4799558026784796,22,5,120.05993294715881,1
breast_cancer_,2,Univariate,0.8,364,4.061002351686929,18,5,120.05729913711548,1
breast_cancer_,2,Univariate,1.0,455,4.1189921924503,18,6,120.1280210018158,1
breast_cancer_,2,Heuristic (FhS),0.0,2,1.3165493495778577,27,4,120.46883702278137,6
breast_cancer_,2,Heuristic (FhS),0.2,91,1.7547587086762264,31,7,120.51873207092285,4
breast_cancer_,2,Heuristic (FhS),0.4,182,1.5624996512277565,31,9,120.11181378364563,1
breast_cancer_,2,Heuristic (FhS),0.6,273,3.409090134297697,39,11,120.1791889667511,1
breast_cancer_,2,Heuristic (FhS),0.8,364,4.357797165642852,22,6,120.26910209655762,1
breast_cancer_,2,Heuristic (FhS) with shifts,0.0,2,1.3165493495778577,0,0,120.42217803001404,6
breast_cancer_,2,Heuristic (FhS) with shifts,0.2,91,NaN,31,7,120.04372215270996,12
